Code,Product,Price
-,Windows XP Home. 3 Copies per pack. System Builder Pack,444,cart
-,Windows XP Professional. 3 Copies per pack. System Build Pack,720,cart

-,Microsoft Office (XP) Professional 3 Copies per pack System Builder Pack,1205,cart
-,Microsoft Office (XP) Professional SPE (oem?) pack,322,cart

